mon,app,amt,acct,typ,num,vendor
May,Adobe,15.44,96100,Expense,,ADOBE ADOBE INC - 9122
May,Claude,15.18,96100,Expense,,ANTHROPIC: CLAUDE TESAN FRANCISCO CA
May,Claude,14.29,96100,Expense,,ANTHROPIC: CLAUDE TESAN FRANCISCO CA
May,Microsoft,14.14,96100,Expense,,MICROSOFT MSBILL.INFO
May,Claude,11.07,96100,Expense,,ANTHROPIC: CLAUDE TESAN FRANCISCO CA
May,Claude,11.06,96100,Expense,,ANTHROPIC: CLAUDE TESAN FRANCISCO CA
May,Microsoft,10.85,96100,Expense,,MICROSOFT MSBILL.INFO
May,Microsoft,10.85,96100,Expense,,MICROSOFT MSBILL.INFO
May,Microsoft,-10.85,96100,Credit Card Credit,,MICROSOFT MSBILL.INFO
May,Claude,9.52,96100,Expense,,ANTHROPIC: CLAUDE TESAN FRANCISCO CA
May,DigitalOcean,6.0,96100,Expense,,DIGITALOCEAN.COM BROOMFIELD CO
May,GitHub,4.36,96100,Expense,,"GITHUB, INC. SAN FRANCISCO CA"
May,Claude,3.78,96100,Expense,,ANTHROPIC: CLAUDE TESAN FRANCISCO CA
May,Claude,3.78,96100,Expense,,ANTHROPIC: CLAUDE TESAN FRANCISCO CA
May,GitHub,2.95,96100,Expense,,"GITHUB, INC. SAN FRANCISCO CA"
May,GitHub,0.84,96100,Expense,,"GITHUB, INC. SAN FRANCISCO CA"
May,Codio,0.0,55000,Journal Entry,software05.26,CODIO
