mon,app,amt,acct,typ,num,vendor
Jul,Claude,22.69,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.65,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.64,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.52,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.5,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.49,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.35,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.33,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.29,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.24,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.22,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.2,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.16,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.16,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.13,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.12,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.1,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.1,96100,Expense,,ANTHROPIC* CLAUDE TESAN FRANCISCO CA
Jul,Claude,22.09,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.08,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,22.08,96100,Expense,,ANTHROPIC* CLAUDE TESAN FRANCISCO CA
Jul,Claude,22.0,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,21.99,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,21.98,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,21.96,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,21.95,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,21.94,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,21.93,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,21.91,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,21.91,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,21.82,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,21.81,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,Claude,21.79,96100,Expense,,ANTHROPIC SAN FRANCISCO CA
Jul,ChatGPT,21.78,96100,Expense,,OPENAI *CHATGPT SUBSSAN FRANCISCO CA
Jul,Dropbox,21.77,96100,Expense,,DROPBOX*WC64GTJCXVQRSAN FRANCISCO CA
Jul,Dropbox,21.76,96100,Expense,,DROPBOX*XVD8B48563PBSAN FRANCISCO CA
Jul,Claude,21.25,96100,Expense,,ANTHROPIC* CLAUDE SUSAN FRANCISCO CA
Jul,Perplexity AI,21.25,96100,Expense,,PRO SAN FRANCISCO CA
Jul,Claude,-20.63,96100,Credit Card Credit,,ANTHROPIC* CLAUDE SUSAN FRANCISCO CA
Jul,Adobe,19.99,96100,Expense,,ADOBE ADOBE SYSTEMS SAN JOSE CA
Jul,Salesforce - Tableau Cloud,18.74,,Journal Entry,prepaid07.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Jul,Apollo,17.88,96100,Expense,,APOLLO.IO - 9122
Jul,Calendly,16.33,96100,Expense,,CALENDLY BUFORD GA
Jul,DNSimple,15.5,96100,Expense,,DNSIMPLE MELBOURNE FL
Jul,Microsoft,15.36,96100,Expense,,MICROSOFT MSBILL.INFO
Jul,Microsoft,14.14,96100,Expense,,MICROSOFT MSBILL.INFO
Jul,Microsoft,10.85,96100,Expense,,MICROSOFT MSBILL.INFO
Jul,Squadcast,7.5,96100,Expense,,SQUADCAST - SOLARWINAUSTIN TX
Jul,Claude,6.39,96100,Expense,,ANTHROPIC* CLAUDE TESAN FRANCISCO CA
Jul,DigitalOcean,6.0,96100,Expense,,DIGITALOCEAN.COM BROOMFIELD CO
Jul,GitHub,4.36,96100,Expense,,"GITHUB, INC. SAN FRANCISCO CA"
Jul,GitHub,3.51,96100,Expense,,"GITHUB, INC. SAN FRANCISCO CA"
Jul,Claude,1.72,96100,Expense,,ANTHROPIC* CLAUDE TESAN FRANCISCO CA
Jul,Microsoft,1.03,96100,Expense,,MICROSOFT MSBILL.INFO
Jul,Zendesk,1.02,96100,Expense,,ZENDESK - US SAN FRANCISCO CA
