mon,app,amt,acct,typ,num,vendor
Feb,Yesware,440.94,96100,Journal Entry,prepaid02.26,YESWARE SERVICE 855-937-9273 MA
Feb,PayPal,439.78,96100,Expense,,PAYPAL *INTEGO - 9122
Feb,ApprentiScope,399.66,96100,Expense,,APPRENTISCOPE - 9122
Feb,LaunchDarkly,381.06,96100,Expense,,LAUNCHDARKLY SEAT PAOAKLAND CA
Feb,Airtable,352.76,96100,Expense,,AIRTABLE.COM/BILL SAN FRANCISCO CA
Feb,Microsoft,352.02,96100,Expense,,A1010BUSD01 MSBILL.INFO
Feb,Cursor,348.45,96100,Expense,,CURSOR USAGE MID JANEW YORK NY
Feb,Worksuite,328.12,96100,Journal Entry,prepaid02.26,WORKSUITE INC.
Feb,Pearson VUE (Exam Vouchers),319.0,55000,Journal Entry,prepaid02.26,VUE*COMPTIA MRKETPLCE - 9122
Feb,Cursor,309.73,96100,Expense,,CURSOR USAGE JAN NEW YORK NY
Feb,CompTIA,272.56,55000,Journal Entry,prepaid02.26,VUECOMPTIA CERTIFICA800-511-3478 MN VUECOMPTIA CERTIFICA800-511-3478 MN
Feb,MindHub,271.97,55000,Journal Entry,prepaid02.26,WL *NCS*MINDHUB.COM - 8247 WL *NCS*MINDHUB.COM - 8247
Feb,MindHub,271.97,55000,Journal Entry,prepaid02.26,WL *NCS*MINDHUB.COM - 8247 WL *NCS*MINDHUB.COM - 8247
Feb,CompTIA,265.83,55000,Journal Entry,prepaid02.26,"COMPTIA, INC. - 9122"
Feb,Adobe,-250.0,96100,Credit Card Credit,,ADOBE STATEMENT CREDIT BENEFIT
Feb,MindHub,248.28,55000,Journal Entry,prepaid02.26,WL *NCS*MINDHUB.COM - 8247 WL *NCS*MINDHUB.COM - 8247
Feb,Microsoft,240.1,96100,Expense,,MICROSOFT MSBILL.INFO
Feb,Refiner,219.0,96100,Journal Entry,prepaid02.26,REFINER.IO PARIS
Feb,Claude,217.75,96100,Expense,,CLAUDE.AI SUBSCRIPTISAN FRANCISCO CA
Feb,CompTIA,212.67,55000,Journal Entry,prepaid02.26,"COMPTIA, INC. - 9122"
Feb,DeepSource,210.0,96100,Expense,,DEEPSOURCE SAN FRANCISCO CA
Feb,Tremendous,206.0,81000,Expense,,TREMENDOUS.COM 877-319-4438 CA
Feb,Claude,205.21,96100,Expense,,CLAUDE.AI SUBSCRIPTISAN FRANCISCO CA
Feb,Hex,195.98,96100,Expense,,HEX.TECH - 9122
Feb,Salesforce - Sales Cloud Enterprise,195.5,81000,Journal Entry,prepaid02.26,"SALESFORCE, INC. SALES CLOUD ENTERPRISE"
Feb,Twilio,190.14,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Amazon Web Services,184.65,53000,Expense,,AMAZON WEB SERVICES AWS.AMAZON.COM WA
Feb,Gamma,175.53,96100,Expense,,GAMMA.APP SAN FRANCISCO CA
Feb,Gamma,173.41,96100,Expense,,GAMMA.APP SAN FRANCISCO CA
Feb,Pearson VUE (Exam Vouchers),159.75,55000,Journal Entry,prepaid02.26,VUE*COMPTIA MRKETPLCE - 9122
Feb,Twilio,152.48,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,LinkedIn Sales Navigator,151.51,81000,Journal Entry,prepaid02.26,LINKEDIN SALES NAVIGATOR
Feb,Twilio,145.3,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Microsoft,141.53,96100,Expense,,MICROSOFT MSBILL.INFO
Feb,Claude,136.09,96100,Expense,,ANTHROPIC: CLAUDE TESAN FRANCISCO CA
Feb,Artillery,132.2,96100,Expense,,ARTILLERY.IO NEW YORK NY
Feb,Twilio,129.51,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Twilio,128.19,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,QuickBooks,125.21,96100,Expense,,QUICKBOOKS PAYMENTS INTUIT *QBOOKS ONLINE - 9122
Feb,Salesforce - Tableau Cloud,123.03,96100,Journal Entry,prepaid02.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Feb,Microsoft,119.08,96100,Expense,,MICROSOFT MSBILL.INFO
Feb,Salesforce - Tableau Cloud,110.74,96100,Journal Entry,prepaid02.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Feb,CoderPad,108.88,96100,Expense,,CODERPAD INTERVIEWINSAN FRANCISCO CA
Feb,Twilio,108.48,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Twilio,105.59,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Geocode,100.0,96100,Expense,,GEOCODE.EARTH NEW YORK NY
Feb,Twilio,95.7,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Twilio,94.55,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Twilio,93.77,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Twilio,92.87,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Salesforce - Tableau Cloud,91.2,96100,Journal Entry,prepaid02.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Feb,Twilio,91.06,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Twilio,90.86,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Twilio,90.46,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Twilio,90.04,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Twilio,90.04,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Twilio,90.01,96100,Expense,,TWILIO INC SAN FRANCISCO CA
Feb,Mailgun,87.1,96100,Expense,,SINCH MAILGUN SAN ANTONIO TX
Feb,Tango,84.92,96100,Expense,,WWW.TANGO.AI SAN FRANCISCO CA
Feb,PayPal,77.47,55000,Journal Entry,prepaid02.26,PAYPAL *ISQI INC - 8247 PAYPAL *ISQI INC - 8247
Feb,Adobe,76.2,96100,Expense,,ADOBE SYSTEMS ADOBE SAN JOSE CA
Feb,Figma,70.07,96100,Expense,,FIGMA SAN FRANCISCO CA
Feb,DNSimple,66.0,96100,Expense,,DNSIMPLE MELBOURNE FL
Feb,Stape,54.44,96100,Expense,,"STAPE, INC. DOVER DE"
Feb,HubSpot,48.99,96100,Journal Entry,prepaid02.26,"HUBSPOT INC. CAMBRIDGE, MASSACHUSMA"
Feb,Vercel,40.0,96100,Expense,,VERCEL INC. COVINA CA
Feb,PlusDocs,40.0,96100,Expense,,PLUS DOCS INC. WILMINGTON DE
Feb,Microsoft,33.47,96100,Expense,,MICROSOFT MSBILL.INFO
Feb,Zapier,29.99,96100,Expense,,ZAPIER.COM/CHARGE SAN FRANCISCO CA
Feb,Resume IO,29.95,96100,Expense,,IMKEY BV BREDA NL
Feb,Paddle,27.22,96100,Expense,,PADDLE.NET* EASYRETRASTORIA NY
Feb,CompTIA,26.58,55000,Journal Entry,prepaid02.26,"COMPTIA, INC. - 9122"
Feb,CompTIA,26.58,55000,Journal Entry,prepaid02.26,"COMPTIA, INC. - 9122"
Feb,CompTIA,26.58,55000,Journal Entry,prepaid02.26,"COMPTIA, INC. - 9122"
Feb,Dmarcian,24.0,96100,Expense,,"DMARCIAN* DMARCIAN, BREVARD NC"
Feb,Claude,21.78,96100,Expense,,CLAUDE.AI SUBSCRIPTISAN FRANCISCO CA
Feb,ChatGPT,21.78,96100,Expense,,OPENAI *CHATGPT SUBSSAN FRANCISCO CA
Feb,Claude,21.78,96100,Expense,,CLAUDE.AI SUBSCRIPTISAN FRANCISCO CA
Feb,Dropbox,21.77,96100,Expense,,DROPBOX*676MDHKRT53MSAN FRANCISCO CA
Feb,Dropbox,21.76,96100,Expense,,DROPBOX*9M7TM5W3HHQ7SAN FRANCISCO CA
Feb,Perplexity AI,21.25,96100,Expense,,WWW.PERPLEXITY.AI SAN FRANCISCO CA
Feb,Claude,21.25,96100,Expense,,CLAUDE.AI SUBSCRIPTISAN FRANCISCO CA
Feb,Adobe,19.99,96100,Expense,,ADOBE ADOBE SYSTEMS SAN JOSE CA
Feb,Salesforce - Tableau Cloud,18.74,96100,Journal Entry,prepaid02.26,TABLEAU CLOUD SALESFORCE.COM SERVICE - 9122
Feb,Pearson VUE (Exam Vouchers),17.8,55000,Journal Entry,prepaid02.26,VUE*COMPTIA MRKETPLCE - 8247 VUE*COMPTIA MRKETPLCE - 8247
Feb,Calendly,16.33,96100,Expense,,CALENDLY BUFORD GA
Feb,DNSimple,15.5,96100,Expense,,DNSIMPLE MELBOURNE FL
Feb,DNSimple,15.5,96100,Expense,,DNSIMPLE MELBOURNE FL
Feb,Microsoft,14.14,96100,Expense,,MICROSOFT MSBILL.INFO
Feb,Microsoft,10.85,96100,Expense,,MICROSOFT MSBILL.INFO
Feb,DigitalOcean,6.0,96100,Expense,,DIGITALOCEAN.COM BROOMFIELD CO
Feb,Track1099,4.87,96100,Expense,,TRACK1099.COM - 9122
Feb,GitHub,4.36,96100,Expense,,"GITHUB, INC. SAN FRANCISCO CA"
Feb,Resume IO,2.95,96100,Expense,,IMKEY BV BREDA NL
Feb,Microsoft,2.21,96100,Expense,,MICROSOFT MSBILL.INFO
Feb,Zendesk,1.0,96100,Expense,,ZENDESK - US SAN FRANCISCO CA
